Match ID,Competing Athlete,Competing Athlete ID,Opponent,Event,Method,Result,Weight,Stage,Year
14986,Aaron Johnson,9246,Dany GerardDany Gerard,US National Pro,"Pts: 0x0, Adv",L,110KG,SF,2018
15220,Aaron Johnson,9246,Matt LeightonMatt Leighton,Continental Pro,Points,L,110KG,RR,2018
15311,Aaron Johnson,9246,Tanner RiceTanner Rice,Marianas EP,DQ,L,O85KG,F,2018
15440,Aaron Johnson,9246,Tanner RiceTanner Rice,Pan American,Pts: 7x2,L,94KG,4F,2018
16312,Aaron Johnson,9246,Matt LeightonMatt Leighton,F2W 73,Triangle armbar,L,93KG,SPF,2018
16363,Aaron Johnson,9246,Fellipe TrovoFellipe Trovo,ACB North America,Pts: 4x2,L,95KG,4F,2018
16376,Aaron Johnson,9246,Victor SilverioVictor Silverio,ACB North America,Referee Decision,L,ABS,8F,2018
17390,Aaron Johnson,9246,Rafael VasconcelosRafael Vasconcelos,Washington NGO,DQ,L,97KG,F,2018
17397,Aaron Johnson,9246,Diogo SampaioDiogo Sampaio,No Gi Pan Am.,DQ,L,ABS,8F,2018
18699,Aaron Johnson,9246,Max GimenisMax Gimenis,NoGi Worlds,Pts: 6x0,L,O97KG,4F,2018
18722,Aaron Johnson,9246,Yuri SimoesYuri Simoes,NoGi Worlds,Pts: 5x0,L,ABS,R3,2018
18872,Aaron Johnson,9246,Keenan CorneliusKeenan Cornelius,Coast Grappling,Pts: 34x0,L,ABS,SPF,2019
19658,Aaron Johnson,9246,Patrick GaudioPatrick Gaudio,Pan American,Pts: 15x0,L,94KG,4F,2019
19812,Aaron Johnson,9246,Kaynan DuarteKaynan Duarte,Kasai 5,Pts: 6x1,L,93KG,F,2019
20713,Aaron Johnson,9246,Mahamed AlyMahamed Aly,World Champ.,Choke,L,100KG,R2,2019
20988,Aaron Johnson,9246,Craig JonesCraig Jones,KASAI SS Florida,RNC,L,92KG,SPF,2019
21271,Aaron Johnson,9246,Tim SpriggsTim Spriggs,F2W 119,Referee Decision,L,100KG,SPF,2019
21626,Aaron Johnson,9246,Max GimenisMax Gimenis,No Gi Pan Am.,Pts: 11x0,L,O97KG,F,2019
21851,Aaron Johnson,9246,James PuopoloJames Puopolo,ADCC,Pts: 3x0,L,99KG,R1,2019
21930,Aaron Johnson,9246,Marcus AlmeidaMarcus Almeida,ADCC,Pts: 3x0,L,ABS,4F,2019
22527,Aaron Johnson,9246,Kyle BoehmKyle Boehm,KOTM 7,EBI/OT,L,ABS,F,2019
22559,Aaron Johnson,9246,Kyle BoehmKyle Boehm,BJJ Fanatics,EBI/OT,L,ABS,SF,2019
22839,Aaron Johnson,9246,Victor HugoVictor Hugo,NoGi Worlds,Triangle armbar,L,ABS,R1,2019
22924,Aaron Johnson,9246,Freddy Vosgrone,NoGi Worlds,Referee Decision,L,97KG,4F,2019
23480,Aaron Johnson,9246,Gordon RyanGordon Ryan,Sub Stars,Katagatame,L,N/A,SPF,2020
24083,Aaron Johnson,9246,Rafael VasconcelosRafael Vasconcelos,Grand Slam MIA,Pts: 3x0,L,94KG,SF,2020
24089,Aaron Johnson,9246,Fellipe TrovoFellipe Trovo,Grand Slam MIA,Triangle,L,94KG,3RD,2020
24124,Aaron Johnson,9246,Paulo GabrielPaulo Gabriel,Pan American,Pts: 6x4,L,ABS,R1,2020
24242,Aaron Johnson,9246,Guilherme AugustoGuilherme Augusto,Pan American,Arm in Ezekiel,L,100KG,4F,2020
24279,Aaron Johnson,9246,Daishi Goto,NFC All Valley,DQ,L,ABS,SF,2020
24349,Aaron Johnson,9246,William TackettWilliam Tackett,Subversiv 4,Katagatame,L,ABS,4F,2020
24535,Aaron Johnson,9246,Kaynan DuarteKaynan Duarte,No Gi Pan Am.,Armbar,L,97KG,F,2020
25136,Aaron Johnson,9246,Max GimenisMax Gimenis,F2W 163,Referee Decision,L,ABS,SPF,2021
25502,Aaron Johnson,9246,Vinicius TratorVinicius Trator,Orlando NGO,Pts: 5x0,L,O91KG,F,2021
25613,Aaron Johnson,9246,Kaynan DuarteKaynan Duarte,3CG 6 Absolute,Points,L,ABS,4F,2021
26071,Aaron Johnson,9246,Matheus GabrielMatheus Gabriel,N.Orleans NGO,Pts: 2x0,L,ABS,4F,2021
26214,Aaron Johnson,9246,Victor HugoVictor Hugo,NoGi Pan Am.,Pts: 2x2,L,O97KG,F,2021
26946,Aaron Johnson,9246,Gustavo BatistaGustavo Batista,F2W 176,Referee Decision,L,N/A,SPF,2021
27929,Aaron Johnson,9246,Tim SpriggsTim Spriggs,WNO Champ.,Referee Decision,L,ABS,SF,2021
7673,Aaron Johnson,9246,Vitor Schlosser,NY Summer Open,Toe hold,W,94KG,SF,2015
7674,Aaron Johnson,9246,Ricardo Bastos,NY Summer Open,Straight ankle lock,W,94KG,F,2015
8857,Aaron Johnson,9246,Joseph Cashin,Grappling Ind.,Points,W,ABS,SF,2016
8858,Aaron Johnson,9246,Gordon RyanGordon Ryan,Grappling Ind.,Points,W,ABS,F,2016
9109,Aaron Johnson,9246,Wellington Peroto,UAEJJF NYC Pro,Straight ankle lock,W,94KG,4F,2016
9499,Aaron Johnson,9246,Lincoln Pereira,Boston Spring O.,Choke from back,W,100KG,SF,2016
10074,Aaron Johnson,9246,Choi Choi,World Champ.,"Pts: 0x0, Adv",W,ABS,R1,2016
10678,Aaron Johnson,9246,Leo Davila,NoGi Pan Ams,Straight ankle lock,W,O97KG,F,2016
10681,Aaron Johnson,9246,Samir Abdolkader,NoGi Pan Ams,Flying armbar,W,ABS,4F,2016
10943,Aaron Johnson,9246,Eliot MarshallEliot Marshall,NoGi Worlds,Toe hold,W,O97KG,4F,2016
11940,Aaron Johnson,9246,Shaun Dufree,UAEJJF NY Pro,Toe hold,W,110KG,SF,2017
12000,Aaron Johnson,9246,William Nyman,LA National Pro,Submission,W,U110KG,SF,2017
12399,Aaron Johnson,9246,Daniel Richards,NY Spring Open,Points,W,O100KG,SF,2017
12400,Aaron Johnson,9246,Christian Simmerling,NY Spring Open,Points,W,O100KG,F,2017
12414,Aaron Johnson,9246,Joao Paulo,NY Spring No-Gi,Points,W,ABS,SF,2017
13182,Aaron Johnson,9246,Josh Bowlin,World Champ.,Pts: 7x6,W,94KG,R1,2017
13240,Aaron Johnson,9246,Kaliffa Oliviera,F2W 36,Referee Decision,W,94KG,SPF,2017
13550,Aaron Johnson,9246,Kory Acchione,F2W 43,Referee Decision,W,N/A,SPF,2017
13984,Aaron Johnson,9246,Leo Davilla,Atlanta SM NGO,Armbar,W,97KG,F,2017
13985,Aaron Johnson,9246,Taniel Santos,Atlanta SM NGO,Straight ankle lock,W,ABS,F,2017
14025,Aaron Johnson,9246,Oleksandr Karliychuk,No Gi Pan Am.,Straight ankle lock,W,O97KG,SF,2017
14027,Aaron Johnson,9246,Matt LeightonMatt Leighton,No Gi Pan Am.,Referee Decision,W,O97KG,F,2017
14544,Aaron Johnson,9246,Matt Kirchwhem,EBI 14,EBI/OT,W,ABS,R1,2017
14549,Aaron Johnson,9246,A. Kimler,EBI 14,Armbar,W,ABS,4F,2017
14712,Aaron Johnson,9246,Paul ArdilaPaul Ardila,NoGi Worlds,Pts: 4x0,W,97KG,4F,2017
14988,Aaron Johnson,9246,Vitor Schlosser,US National Pro,Choke from back,W,110KG,3RD,2018
15060,Aaron Johnson,9246,Gilvan Costa,Atlanta W. Open,Straight ankle lock,W,94KG,SF,2018
15061,Aaron Johnson,9246,Inacio NetoInacio Neto,Atlanta W. Open,Kneebar,W,94KG,F,2018
15218,Aaron Johnson,9246,Kenneth Brown,Continental Pro,Pts: 4x2,W,110KG,RR,2018
15310,Aaron Johnson,9246,Frisco DeLeon,Marianas EP,Adv,W,O85KG,SF,2018
15347,Aaron Johnson,9246,Rodrigo FreitasRodrigo Freitas,Pan American,Calf slicer,W,ABS,R1,2018
15355,Aaron Johnson,9246,Tanner RiceTanner Rice,Pan American,Kneebar,W,ABS,R2,2018
15436,Aaron Johnson,9246,Wellington Peroto,Pan American,Straight ankle lock,W,94KG,8F,2018
15973,Aaron Johnson,9246,Thiago Jiuliani,NY Spring Open,Points,W,100KG,SF,2018
15974,Aaron Johnson,9246,Nicholas Penzer,NY Spring Open,Straight ankle lock,W,100KG,F,2018
17455,Aaron Johnson,9246,Roberto Torralbas,No Gi Pan Am.,Pts: 2x0,W,97KG,SF,2018
17456,Aaron Johnson,9246,Jackson SousaJackson Sousa,No Gi Pan Am.,Footlock,W,97KG,F,2018
18055,Aaron Johnson,9246,Tom deBlassTom deBlass,F2W 91,Referee Decision,W,ABS,SPF,2018
18164,Aaron Johnson,9246,Riley Mccormick,ADCC EC Trials,Reverse triangle,W,O99KG,R1,2018
18166,Aaron Johnson,9246,JeQuan Williamson,ADCC EC Trials,Triangle armbar,W,O99KG,4F,2018
18167,Aaron Johnson,9246,Andrew Tevay,ADCC EC Trials,Kneebar,W,O99KG,SF,2018
18170,Aaron Johnson,9246,Hudson Taylor,ADCC EC Trials,Kneebar,W,O99KG,F,2018
18422,Aaron Johnson,9246,Kevin Gallager,Gamblers Inv.,Points,W,ABS,SPF,2018
18696,Aaron Johnson,9246,Satoshi Ishii,NoGi Worlds,Triangle,W,O97KG,R1,2018
18706,Aaron Johnson,9246,Ben Hodgkinson,NoGi Worlds,Straight ankle lock,W,ABS,R1,2018
18721,Aaron Johnson,9246,David GarmoDavid Garmo,NoGi Worlds,Pts: 10x2,W,ABS,R2,2018
19025,Aaron Johnson,9246,Ricardo AbreuRicardo Abreu,Kasai Dallas,Pts: 1x0,W,94KG,SPF,2019
19356,Aaron Johnson,9246,Gustavo Andrade,Portland Open,Straight ankle lock,W,ABS,SF,2019
19358,Aaron Johnson,9246,Nisar LoynabNisar Loynab,Portland Open,Straight ankle lock,W,ABS,F,2019
19407,Aaron Johnson,9246,Matt LeightonMatt Leighton,SubSpectrum,Straight ankle lock,W,ABS,SPF,2019
19656,Aaron Johnson,9246,M Sturua,Pan American,Choke from back,W,94KG,8F,2019
19800,Aaron Johnson,9246,Jackson SousaJackson Sousa,Kasai 5,Inside heel hook,W,93KG,RR,2019
19801,Aaron Johnson,9246,Valdir AraujoValdir Araujo,Kasai 5,---,D,93KG,RR,2019
19803,Aaron Johnson,9246,Felipe PenaFelipe Pena,Kasai 5,Inside heel hook,W,93KG,RR,2019
20706,Aaron Johnson,9246,Lucasz Gustaw,World Champ.,Mounted choke,W,100KG,R1,2019
21624,Aaron Johnson,9246,Paulo Brasil,No Gi Pan Am.,Submission,W,O97KG,SF,2019
21635,Aaron Johnson,9246,Briean Beaury,No Gi Pan Am.,Armlock,W,ABS,8F,2019
21639,Aaron Johnson,9246,Todd Mueckenheim,No Gi Pan Am.,Kimura,W,ABS,4F,2019
21923,Aaron Johnson,9246,Jon BlankJon Blank,ADCC,Straight ankle lock,W,ABS,R1,2019
22518,Aaron Johnson,9246,Viktor Vaughn,KOTM 7,Heel hook,W,ABS,R1,2019
22522,Aaron Johnson,9246,Guybson SaGuybson Sa,KOTM 7,Heel hook,W,ABS,4F,2019
22526,Aaron Johnson,9246,Quentin Rosenzweig,KOTM 7,Kneebar,W,ABS,SF,2019
22547,Aaron Johnson,9246,Keith KrikorianKeith Krikorian,BJJ Fanatics,EBI/OT,W,ABS,R1,2019
22553,Aaron Johnson,9246,William Vincent,BJJ Fanatics,Straignt ankle lock,W,ABS,R2,2019
22557,Aaron Johnson,9246,William TackettWilliam Tackett,BJJ Fanatics,EBI/OT,W,ABS,4F,2019
23472,Aaron Johnson,9246,Angelo ClaiborneAngelo Claiborne,Miami WO,Straight ankle lock,W,ABS,SF,2020
23924,Aaron Johnson,9246,Michael Egley,SUBVERSIV 3,Straight ankle lock,W,ABS,R1,2020
23961,Aaron Johnson,9246,Rafael LovatoRafael Lovato,F2W 151,Referee Decision,W,126KG,SPF,2020
24081,Aaron Johnson,9246,Bruno Assis,Grand Slam MIA,Pts: 2x1,W,94KG,4F,2020
24087,Aaron Johnson,9246,Eric Schlosser,Grand Slam MIA,DQ,W,94KG,RPC,2020
24278,Aaron Johnson,9246,Don Scozzari,NFC All Valley,Kneebar,W,ABS,4F,2020
24338,Aaron Johnson,9246,Fellipe TrovoFellipe Trovo,Subversiv 4,Referee Decision,W,ABS,R1,2020
24534,Aaron Johnson,9246,Arnaldo MaidanaArnaldo Maidana,No Gi Pan Am.,Straight ankle lock,W,97KG,SF,2020
25074,Aaron Johnson,9246,Arnaldo MaidanaArnaldo Maidana,F2W 161,Violin armlock,W,94KG,SPF,2021
25273,Aaron Johnson,9246,Jackson DouglasJackson Douglas,Dallas NGO,Violin armlock,W,O97KG,RR,2021
25275,Aaron Johnson,9246,Joe DierkhisingJoe Dierkhising,Dallas NGO,"Pts: 2x2, Adv",W,O97KG,F,2021
25280,Aaron Johnson,9246,Rida HaisamRida Haisam,Dallas NGO,"Pts: 0x0, Adv",W,ABS,4F,2021
25285,Aaron Johnson,9246,David GarmoDavid Garmo,Dallas NGO,Kneebar,W,ABS,F,2021
25500,Aaron Johnson,9246,Alexandre Bueno,Orlando NGO,"Pts: 0x0, Adv",W,O91KG,SF,2021
25506,Aaron Johnson,9246,Damon Morgan,Orlando NGO,Kneebar,W,ABS,4F,2021
25511,Aaron Johnson,9246,Pedro Palhares,Orlando NGO,N/A,W,ABS,SF,2021
25512,Aaron Johnson,9246,Giancarlo BodoniGiancarlo Bodoni,Orlando NGO,Outside heel hook,W,ABS,F,2021
26212,Aaron Johnson,9246,John Hansen,NoGi Pan Am.,Estima lock,W,O97KG,SF,2021
26649,Aaron Johnson,9246,Lucas BarbosaLucas Barbosa,F2W 174,Referee Decision,W,N/A,SPF,2021
27927,Aaron Johnson,9246,Orlando SanchezOrlando Sanchez,WNO Champ.,DQ,W,ABS,4F,2021
10359,Abdurakhman Bilarov,8494,Erberth SantosErberth Santos,Berkut 3,Referee Decision,L,ABS,SPF,2016
12677,Abdurakhman Bilarov,8494,Felipe PenaFelipe Pena,World Pro,Pts: 8x2,L,94KG,4F,2017
12901,Abdurakhman Bilarov,8494,Erberth SantosErberth Santos,ACBJJ 5,Referee Decision,L,95KG,SF,2017
13475,Abdurakhman Bilarov,8494,Helton JoseHelton Jose,ACBJJ World,DQ,L,94KG,SF,2017
13868,Abdurakhman Bilarov,8494,Felipe PenaFelipe Pena,ADCC,Pts: 5x0,L,99KG,4F,2017
14603,Abdurakhman Bilarov,8494,Felipe PenaFelipe Pena,ACB JJ 9,Arm in guillotine,L,95KG,F,2017
14971,Abdurakhman Bilarov,8494,Yuri SimoesYuri Simoes,ACB 10,Referee Decision,L,95KG,SPF,2018
16741,Abdurakhman Bilarov,8494,Igor SilvaIgor Silva,ACBJJ 14,Points,L,95KG,SPF,2018
20143,Abdurakhman Bilarov,8494,Erberth SantosErberth Santos,World Pro,Kneebar,L,94KG,4F,2019
21069,Abdurakhman Bilarov,8494,Gustavo BatistaGustavo Batista,ACB World Champ.,Pts: 5x0,L,95KG,4F,2019
6655,Abdurakhman Bilarov,8494,Claudio CalasansClaudio Calasans,Berkut Open,Pts: 4x2,W,ABS,F,2015
8541,Abdurakhman Bilarov,8494,Jackson SousaJackson Sousa,Berkut 2,Heel hook,W,ABS,SPF,2015
8902,Abdurakhman Bilarov,8494,Ilya Bogoslovsky,Russia Nat. Pro,Kimura,W,94KG,SF,2016
8903,Abdurakhman Bilarov,8494,Abdulbary Guseinov,Russia Nat. Pro,Points,W,94KG,SF,2016
11414,Abdurakhman Bilarov,8494,Jackson Jacinto,VIC Fight,Armbar,W,92KG,F,2017
12680,Abdurakhman Bilarov,8494,Jongmok Kim,World Pro,"Pts: 0x0, Adv",W,94KG,RPC,2017
12681,Abdurakhman Bilarov,8494,Basel Fanous,World Pro,"Pts: 2x2, Adv",W,94KG,RPC,2017
12897,Abdurakhman Bilarov,8494,Rodrigo CavacaRodrigo Cavaca,ACBJJ 5,Referee Decision,W,95KG,4F,2017
12980,Abdurakhman Bilarov,8494,Luc Rousseau,ADCC EU Trials,Heel hook,W,95KG,4F,2017
12981,Abdurakhman Bilarov,8494,Otto Kuikka,ADCC EU Trials,Heel hook,W,95KG,SF,2017
12982,Abdurakhman Bilarov,8494,Mraz Avdoyan,ADCC EU Trials,RNC,W,95KG,F,2017
13476,Abdurakhman Bilarov,8494,Vitor ToledoVitor Toledo,ACBJJ World,Points,W,94KG,3RD,2017
13861,Abdurakhman Bilarov,8494,Jake ShieldsJake Shields,ADCC,Pts: 5x0,W,99KG,E1,2017
14597,Abdurakhman Bilarov,8494,Jackson SousaJackson Sousa,ACB JJ 9,Heel hook,W,95KG,4F,2017
14601,Abdurakhman Bilarov,8494,Erberth SantosErberth Santos,ACB JJ 9,Heel hook,W,95KG,SF,2017
17367,Abdurakhman Bilarov,8494,Kazhigali Tuleshev,UWW NG World,Armbar,W,100KG,4F,2018
17368,Abdurakhman Bilarov,8494,Andrii Haleta,UWW NG World,Katagatame,W,100KG,SF,2018
17369,Abdurakhman Bilarov,8494,Kamil Umiski,UWW NG World,Darce choke,W,100KG,F,2018
19899,Abdurakhman Bilarov,8494,A. Ghitta,UWW European,Mounted triangle,W,100KG,4F,2019
19900,Abdurakhman Bilarov,8494,Andrii Haleta,UWW European,RNC,W,100KG,SF,2019
19901,Abdurakhman Bilarov,8494,T. Galimov,UWW European,RNC,W,100KG,F,2019
20149,Abdurakhman Bilarov,8494,Nicolas Penzer,World Pro,Pts: 7x2,W,94KG,RPC,2019
46012,Abdurakhman Bilarov,8494,Pouya Rahman,AIGA Finals,DQ,W,O91KG,3RD,2023
4649,Abraham Marte Messina,3083,R. EvangelistaR. Evangelista,Brasileiro,Adv,L,O100KG,SF,2013
4754,Abraham Marte Messina,3083,Andre GalvaoAndre Galvao,World Champ.,Kneebar,L,ABS,RDS,2013
4828,Abraham Marte Messina,3083,Rodrigo CavacaRodrigo Cavaca,World Champ.,DQ,L,O100KG,SF,2013
5313,Abraham Marte Messina,3083,Victor EstimaVictor Estima,Pan American,Estima lock,L,ABS,R3,2014
5422,Abraham Marte Messina,3083,Andre GalvaoAndre Galvao,Pan American,Choke from back,L,O100KG,SF,2014
5503,Abraham Marte Messina,3083,Lucas LepriLucas Lepri,WP Montreal,Armbar,L,ABS,SF,2014
5626,Abraham Marte Messina,3083,Andre GalvaoAndre Galvao,World Pro.,wristlock,L,ABS,R2,2014
5711,Abraham Marte Messina,3083,Bernardo FariaBernardo Faria,World Champ.,Armbar,L,ABS,R3,2014
5857,Abraham Marte Messina,3083,Alexander TransAlexander Trans,World Champ.,Pts: 2x0,L,O100KG,4F,2014
5985,Abraham Marte Messina,3083,Gabriel LucasGabriel Lucas,No Gi Pan Am.,Pts: 3x0,L,O100KG,F,2014
5994,Abraham Marte Messina,3083,AJ AgazarmAJ Agazarm,No Gi Pan Am.,Pts: 4x2,L,ABS,SF,2014
6007,Abraham Marte Messina,3083,Keenan CorneliusKeenan Cornelius,NoGi Worlds,"Pts: 2x2, Adv",L,ABS,RDS,2014
6068,Abraham Marte Messina,3083,Yuri SimoesYuri Simoes,NoGi Worlds,Points,L,O100KG,SF,2014
6119,Abraham Marte Messina,3083,Bernardo FariaBernardo Faria,NYC Pro,Kneebar,L,O100KG,F,2014
6156,Abraham Marte Messina,3083,Claudio CalasansClaudio Calasans,Asian Open,Pts: 5x4,L,ABS,F,2014
6891,Abraham Marte Messina,3083,James PuopoloJames Puopolo,Pan American,Pts: 7x4,L,O100KG,4F,2015
7396,Abraham Marte Messina,3083,Alexander TransAlexander Trans,World Champ.,Kneebar,L,ABS,SF,2015
7767,Abraham Marte Messina,3083,Joao AssisJoao Assis,FIVE SL,Heel hook,L,ABS,4F,2015
7903,Abraham Marte Messina,3083,Joao RochaJoao Rocha,ADCC,Pts: 3x0,L,O99KG,4F,2015
9064,Abraham Marte Messina,3083,Jonathan SatavaJonathan Satava,US National Pro,Pts: 3x0,L,ABS,F,2016
9118,Abraham Marte Messina,3083,Thiago SaThiago Sa,UAEJJF NYC Pro,Pts: 4x0,L,HWABS,SF,2016
9119,Abraham Marte Messina,3083,Romulo AzevedoRomulo Azevedo,UAEJJF NYC Pro,Pts: 5x2,L,HWABS,3RD,2016
9356,Abraham Marte Messina,3083,Dany GerardDany Gerard,Pan American,Choke,L,O100KG,4F,2016
9389,Abraham Marte Messina,3083,Leo NogueiraLeo Nogueira,Pan American,Pts: 6x0,L,ABS,8F,2016
11137,Abraham Marte Messina,3083,Mahamed AlyMahamed Aly,NY BJJ Pro,N/A,L,O94KG,SF,2016
3836,Abraham Marte Messina,3083,Daniel GarciaDaniel Garcia,Team Nationals,Kimura,W,O88KG,NA,2012
4647,Abraham Marte Messina,3083,Tiago Reinaldo,Brasileiro,Ezekiel,W,O100KG,R1,2013
4648,Abraham Marte Messina,3083,C. de Plastico,Brasileiro,Points,W,O100KG,4F,2013
4726,Abraham Marte Messina,3083,Max Freitas,World Champ.,Triangle armbar,W,ABS,RDS,2013
4743,Abraham Marte Messina,3083,Renato CardosoRenato Cardoso,World Champ.,Bow and arrow,W,ABS,RDS,2013
4822,Abraham Marte Messina,3083,Orlando SanchezOrlando Sanchez,World Champ.,Pts: 8x0,W,O100KG,R1,2013
4826,Abraham Marte Messina,3083,R. EvangelistaR. Evangelista,World Champ.,Pts: 2x0,W,O100KG,4F,2013
5308,Abraham Marte Messina,3083,Tiago Giussani,Pan American,Choke,W,ABS,R2,2014
5496,Abraham Marte Messina,3083,Tiago Giussani,WP Montreal,Triangle,W,O100KG,R1,2014
5497,Abraham Marte Messina,3083,Unknown,WP Montreal,Triangle,W,O100KG,4F,2014
5498,Abraham Marte Messina,3083,Unknown,WP Montreal,Kimura,W,O100KG,SF,2014
5499,Abraham Marte Messina,3083,Keneth Brown,WP Montreal,Armbar,W,O100KG,F,2014
5500,Abraham Marte Messina,3083,Tanner RiceTanner Rice,WP Montreal,Cross choke,W,ABS,4F,2014
5561,Abraham Marte Messina,3083,Martin Ottaviano,Copa Podio,Choke,W,ABS,SPF,2014
5621,Abraham Marte Messina,3083,Igor SilvaIgor Silva,World Pro.,Points,W,ABS,R1,2014
5702,Abraham Marte Messina,3083,Raphael Goulart,World Champ.,Choke,W,ABS,R2,2014
5710,Abraham Marte Messina,3083,R. Goulart,World Champ.,Bow and arrow,W,ABS,R2,2014
5852,Abraham Marte Messina,3083,Unknown,World Champ.,Triangle,W,O100KG,R1,2014
5853,Abraham Marte Messina,3083,Kitner Moura,World Champ.,Armbar,W,O100KG,R2,2014
5984,Abraham Marte Messina,3083,Bruno BastosBruno Bastos,No Gi Pan Am.,Triangle,W,O100KG,SF,2014
5986,Abraham Marte Messina,3083,Gabriel Toribio,No Gi Pan Am.,DQ,W,ABS,R1,2014
5991,Abraham Marte Messina,3083,Enrique Coco,No Gi Pan Am.,Pts: 4x0,W,ABS,4F,2014
6065,Abraham Marte Messina,3083,Gabriel Vieira,NoGi Worlds,Pts: 2x0,W,O100KG,4F,2014
6117,Abraham Marte Messina,3083,Kenneth Brown,NYC Pro,Triangle,W,O100KG,SF,2014
6153,Abraham Marte Messina,3083,Unknown,Asian Open,Choke,W,ABS,4F,2014
6154,Abraham Marte Messina,3083,Rodrigo CaporalRodrigo Caporal,Asian Open,Pts: 10x0,W,ABS,SF,2014
6160,Abraham Marte Messina,3083,Charles Gaspar,Asian Open,Brabo choke,W,O100KG,F,2014
6889,Abraham Marte Messina,3083,Daniel Tsatsos,Pan American,Triangle,W,O100KG,R1,2015
7372,Abraham Marte Messina,3083,Arnaldo MaidanaArnaldo Maidana,World Champ.,Triangle,W,ABS,R1,2015
7386,Abraham Marte Messina,3083,Leo NogueiraLeo Nogueira,World Champ.,Armbar,W,ABS,8F,2015
7515,Abraham Marte Messina,3083,Keneth Brown,World Champ.,Armbar,W,O100KG,8F,2015
7899,Abraham Marte Messina,3083,Juskowiak Mateusz,ADCC,Triangle w/ arm,W,O99KG,R1,2015
8196,Abraham Marte Messina,3083,Jason Lees,NoGi Pan Ams,Short choke,W,O100KG,SF,2015
8197,Abraham Marte Messina,3083,Gustavo DiasGustavo Dias,NoGi Pan Ams,"Pts: 2x2, Adv",W,O100KG,F,2015
9063,Abraham Marte Messina,3083,Q. Rosenzweig,US National Pro,Choke from mount,W,ABS,SF,2016
9113,Abraham Marte Messina,3083,Mahamed AlyMahamed Aly,UAEJJF NYC Pro,"Pts: 0x0, Adv",W,O94KG,RR,2016
9115,Abraham Marte Messina,3083,Luiz PanzaLuiz Panza,UAEJJF NYC Pro,Referee Decision,W,O94KG,RR,2016
